0,1,2,3,4,5,6,7,8,9,10
rolls/buns,butter,,,,,,,,,
pip fruit,coffee,,,,,,,,,
chicken,pip fruit,,,,,,,,,
rolls/buns,soda,,,,,,,,,
onions,butter,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
whole milk,onions,,,,,,,,,
tropical fruit,other vegetables,hamburger meat,popcorn,female sanitary products,,,,,,
other vegetables,bottled water,baking powder,,,,,,,,
citrus fruit,sausage,bottled beer,herbs,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
pastry,salty snack,,,,,,,,,
hard cheese,curd,,,,,,,,,
yogurt,pastry,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
sausage,sliced cheese,,,,,,,,,
butter milk,pip fruit,,,,,,,,,
citrus fruit,make up remover,,,,,,,,,
yogurt,pork,UHT-milk,specialty bar,,,,,,,
organic sausage,semi-finished bread,,,,,,,,,
salty snack,beef,,,,,,,,,
rolls/buns,meat,whole milk,domestic eggs,white bread,domestic eggs,,,,,
other vegetables,whole milk,,,,,,,,,
domestic eggs,mayonnaise,,,,,,,,,
dessert,frozen fish,,,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
pastry,whole milk,,,,,,,,,
beverages,whole milk,butter milk,fruit/vegetable juice,,,,,,,
yogurt,rolls/buns,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
yogurt,cookware,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
sausage,curd,,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
popcorn,cat food,,,,,,,,,
canned beer,sausage,pork,whipped/sour cream,margarine,pickled vegetables,pastry,,,,
rolls/buns,red/blush wine,canned beer,,,,,,,,
meat,pastry,,,,,,,,,
detergent,candy,,,,,,,,,
whole milk,curd cheese,root vegetables,pastry,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
soda,rolls/buns,napkins,salt,,,,,,,
tropical fruit,white bread,,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
bottled water,beef,,,,,,,,,
meat,chocolate,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
UHT-milk,curd,flower (seeds),,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
curd,pork,,,,,,,,,
tropical fruit,soda,canned vegetables,,,,,,,,
sweet spreads,male cosmetics,,,,,,,,,
other vegetables,soda,,,,,,,,,
herbs,sausage,candy,whole milk,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
whole milk,soda,tea,,,,,,,,
soda,roll products ,seasonal products,,,,,,,,
root vegetables,whole milk,zwieback,,,,,,,,
other vegetables,chocolate,,,,,,,,,
bottled beer,whole milk,salty snack,other vegetables,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
pastry,chicken,packaged fruit/vegetables,tropical fruit,packaged fruit/vegetables,pasta,photo/film,sugar,,,
yogurt,bottled beer,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
hygiene articles,rolls/buns,red/blush wine,,,,,,,,
bottled beer,beverages,hard cheese,fruit/vegetable juice,,,,,,,
citrus fruit,butter,,,,,,,,,
whole milk,yogurt,,,,,,,,,
detergent,liquor (appetizer),,,,,,,,,
soda,onions,pastry,,,,,,,,
beef,condensed milk,specialty chocolate,,,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
specialty bar,yogurt,,,,,,,,,
grapes,rolls/buns,pot plants,,,,,,,,
meat spreads,domestic eggs,sugar,,,,,,,,
kitchen towels,bottled water,citrus fruit,butter,hygiene articles,,,,,,
red/blush wine,dessert,curd,rolls/buns,,,,,,,
curd,whipped/sour cream,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
other vegetables,yogurt,,,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
sausage,pasta,,,,,,,,,
whole milk,white bread,newspapers,,,,,,,,
rolls/buns,canned vegetables,cat food,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
pet care,frozen vegetables,spices,,,,,,,,
bottled water,root vegetables,,,,,,,,,
whole milk,flower soil/fertilizer,,,,,,,,,
artif. sweetener,whole milk,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
butter,whole milk,,,,,,,,,
beverages,whole milk,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
other vegetables,margarine,,,,,,,,,
soda,other vegetables,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
condensed milk,rolls/buns,organic products,,,,,,,,
frozen vegetables,beef,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
frankfurter,frankfurter,citrus fruit,semi-finished bread,dishes,whipped/sour cream,,,,,
pet care,newspapers,dog food,,,,,,,,
pip fruit,root vegetables,root vegetables,beverages,,,,,,,
sausage,butter,,,,,,,,,
sausage,pip fruit,,,,,,,,,
beef,misc. beverages,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
whole milk,onions,,,,,,,,,
pork,pip fruit,yogurt,salty snack,,,,,,,
soda,other vegetables,,,,,,,,,
turkey,onions,,,,,,,,,
domestic eggs,curd,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
beef,whole milk,,,,,,,,,
ham,specialty bar,,,,,,,,,
long life bakery product,citrus fruit,rolls/buns,,,,,,,,
ham,yogurt,bottled water,,,,,,,,
whole milk,soft cheese,pastry,,,,,,,,
butter,soda,oil,,,,,,,,
bottled water,pastry,,,,,,,,,
UHT-milk,curd,,,,,,,,,
citrus fruit,rum,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
cat food,curd,bottled water,frozen vegetables,tea,,,,,,
shopping bags,rolls/buns,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
hamburger meat,curd,,,,,,,,,
soda,yogurt,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
liquor,UHT-milk,,,,,,,,,
chocolate,liquor,,,,,,,,,
other vegetables,coffee,,,,,,,,,
frozen meals,instant coffee,specialty chocolate,,,,,,,,
sausage,yogurt,candles,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
meat,house keeping products,,,,,,,,,
other vegetables,soda,rolls/buns,,,,,,,,
whole milk,yogurt,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
curd,sugar,,,,,,,,,
whole milk,coffee,,,,,,,,,
curd,soda,,,,,,,,,
canned beer,whole milk,,,,,,,,,
frozen fish,white bread,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
pet care,rolls/buns,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
beef,butter,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
berries,domestic eggs,,,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
citrus fruit,rolls/buns,canned fish,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
yogurt,coffee,,,,,,,,,
herbs,white bread,curd cheese,,,,,,,,
pork,soda,yogurt,,,,,,,,
potato products,other vegetables,,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
spread cheese,brown bread,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pork,ham,specialty chocolate,whole milk,long life bakery product,detergent,,,,,
pip fruit,other vegetables,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
tropical fruit,shopping bags,cream cheese ,pasta,,,,,,,
citrus fruit,soda,,,,,,,,,
beef,root vegetables,,,,,,,,,
berries,domestic eggs,coffee,,,,,,,,
whole milk,newspapers,,,,,,,,,
butter,soda,,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
soda,whipped/sour cream,,,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soft cheese,coffee,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pork,frozen vegetables,,,,,,,,,
specialty bar,candles,,,,,,,,,
hygiene articles,coffee,,,,,,,,,
beef,other vegetables,,,,,,,,,
other vegetables,pip fruit,chocolate,,,,,,,,
brown bread,soda,,,,,,,,,
tropical fruit,beverages,,,,,,,,,
pastry,onions,,,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
whole milk,condensed milk,,,,,,,,,
sausage,root vegetables,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
brown bread,chocolate,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
brown bread,liquor,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
pastry,brown bread,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
specialty bar,chicken,,,,,,,,,
specialty bar,candy,margarine,,,,,,,,
curd cheese,whole milk,long life bakery product,hard cheese,,,,,,,
candy,specialty cheese,,,,,,,,,
herbs,packaged fruit/vegetables,,,,,,,,,
UHT-milk,newspapers,salty snack,,,,,,,,
frankfurter,salt,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
rolls/buns,soda,,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
bottled beer,frozen dessert,rolls/buns,berries,rice,white bread,,,,,
ice cream,other vegetables,,,,,,,,,
UHT-milk,citrus fruit,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
female sanitary products,cleaner,coffee,sauces,,,,,,,
berries,salty snack,,,,,,,,,
cat food,rolls/buns,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
pip fruit,pork,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
pip fruit,yogurt,syrup,,,,,,,,
butter milk,canned beer,yogurt,semi-finished bread,margarine,,,,,,
other vegetables,other vegetables,,,,,,,,,
soda,hygiene articles,,,,,,,,,
light bulbs,whipped/sour cream,,,,,,,,,
frozen potato products,frozen vegetables,,,,,,,,,
root vegetables,long life bakery product,,,,,,,,,
cream cheese ,semi-finished bread,,,,,,,,,
pasta,shopping bags,,,,,,,,,
citrus fruit,beef,,,,,,,,,
other vegetables,napkins,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
sausage,salt,,,,,,,,,
sausage,frozen dessert,brown bread,other vegetables,,,,,,,
candy,whipped/sour cream,,,,,,,,,
processed cheese,roll products ,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
whole milk,flour,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
coffee,brown bread,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
meat,butter,frozen dessert,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
chicken,condensed milk,,,,,,,,,
citrus fruit,hard cheese,pastry,salty snack,,,,,,,
pork,hygiene articles,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
pork,other vegetables,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
soft cheese,semi-finished bread,,,,,,,,,
margarine,newspapers,,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
sausage,sausage,frankfurter,sausage,whole milk,other vegetables,hygiene articles,shopping bags,shopping bags,,
pip fruit,newspapers,fruit/vegetable juice,,,,,,,,
coffee,whole milk,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
pork,pork,,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
misc. beverages,pastry,,,,,,,,,
canned beer,domestic eggs,white wine,waffles,,,,,,,
canned beer,dessert,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
rolls/buns,brandy,,,,,,,,,
finished products,canned fish,,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
photo/film,other vegetables,,,,,,,,,
whole milk,domestic eggs,chocolate marshmallow,,,,,,,,
pork,pastry,,,,,,,,,
cleaner,chewing gum,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
coffee,turkey,margarine,hard cheese,,,,,,,
bottled water,whole milk,,,,,,,,,
frankfurter,specialty chocolate,pip fruit,,,,,,,,
sausage,grapes,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
frankfurter,rubbing alcohol,sparkling wine,other vegetables,domestic eggs,white bread,yogurt,soda,,,
ham,tropical fruit,soda,,,,,,,,
hard cheese,sugar,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
bottled water,beverages,pastry,,,,,,,,
soda,newspapers,,,,,,,,,
butter,margarine,,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
meat,yogurt,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
frankfurter,frankfurter,grapes,brown bread,,,,,,,
margarine,sugar,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
chicken,herbs,,,,,,,,,
whipped/sour cream,other vegetables,shopping bags,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
spices,cat food,seasonal products,,,,,,,,
pork,soda,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
dessert,yogurt,,,,,,,,,
soda,other vegetables,,,,,,,,,
pork,butter,,,,,,,,,
rolls/buns,soda,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
condensed milk,whole milk,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
tropical fruit,flower soil/fertilizer,flour,specialty bar,,,,,,,
rolls/buns,photo/film,,,,,,,,,
whole milk,sugar,,,,,,,,,
other vegetables,whole milk,softener,,,,,,,,
bottled beer,UHT-milk,,,,,,,,,
root vegetables,yogurt,pickled vegetables,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
rolls/buns,beef,,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
coffee,whole milk,canned fruit,,,,,,,,
candy,domestic eggs,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
frankfurter,pork,,,,,,,,,
curd,pastry,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
white wine,canned vegetables,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
soft cheese,spices,,,,,,,,,
beef,dog food,yogurt,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,soda,candy,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
house keeping products,newspapers,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
citrus fruit,sausage,domestic eggs,citrus fruit,dishes,,,,,,
meat,other vegetables,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
red/blush wine,instant coffee,,,,,,,,,
butter,curd,,,,,,,,,
berries,whole milk,,,,,,,,,
beverages,pork,,,,,,,,,
berries,canned fish,,,,,,,,,
canned beer,bottled beer,yogurt,fruit/vegetable juice,,,,,,,
turkey,domestic eggs,,,,,,,,,
sliced cheese,root vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
salty snack,coffee,,,,,,,,,
soda,other vegetables,,,,,,,,,
canned beer,soda,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
pot plants,domestic eggs,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
sausage,sausage,pip fruit,sliced cheese,root vegetables,butter milk,,,,,
cat food,pasta,,,,,,,,,
root vegetables,candles,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
brown bread,curd,,,,,,,,,
ice cream,pip fruit,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
pork,red/blush wine,,,,,,,,,
ham,waffles,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
chicken,white bread,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
pork,brown bread,fruit/vegetable juice,shopping bags,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
chicken,margarine,,,,,,,,,
hamburger meat,dessert,,,,,,,,,
soda,other vegetables,cream cheese ,,,,,,,,
pip fruit,bottled water,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
frozen dessert,hard cheese,,,,,,,,,
canned beer,shopping bags,whole milk,,,,,,,,
sausage,soda,,,,,,,,,
chocolate,citrus fruit,bottled beer,bottled water,red/blush wine,,,,,,
fish,chicken,chicken,UHT-milk,other vegetables,cream cheese ,hard cheese,,,,
root vegetables,bottled beer,,,,,,,,,
beef,fruit/vegetable juice,yogurt,,,,,,,,
root vegetables,newspapers,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
other vegetables,beef,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
chocolate,whole milk,,,,,,,,,
beef,rolls/buns,,,,,,,,,
rolls/buns,curd,,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
packaged fruit/vegetables,cat food,dental care,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
other vegetables,yogurt,brown bread,,,,,,,,
finished products,cocoa drinks,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
whole milk,frozen fish,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
candy,shopping bags,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
meat,pork,butter milk,cat food,,,,,,,
other vegetables,shopping bags,,,,,,,,,
soda,whole milk,oil,,,,,,,,
pastry,napkins,,,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
whole milk,pip fruit,,,,,,,,,
bottled water,shopping bags,dog food,,,,,,,,
onions,specialty bar,,,,,,,,,
root vegetables,soda,,,,,,,,,
whole milk,napkins,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
specialty bar,roll products ,Instant food products,,,,,,,,
root vegetables,misc. beverages,other vegetables,,,,,,,,
packaged fruit/vegetables,onions,,,,,,,,,
margarine,brown bread,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
dessert,hamburger meat,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
pet care,bottled water,soda,,,,,,,,
yogurt,specialty chocolate,specialty bar,,,,,,,,
photo/film,canned beer,salty snack,curd,curd,whole milk,hygiene articles,,,,
citrus fruit,white bread,,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
yogurt,coffee,,,,,,,,,
soda,margarine,specialty chocolate,,,,,,,,
soda,brown bread,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
white bread,bottled water,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
rolls/buns,tropical fruit,seasonal products,fruit/vegetable juice,,,,,,,
coffee,salty snack,,,,,,,,,
pip fruit,processed cheese,canned beer,,,,,,,,
citrus fruit,tropical fruit,soda,bottled water,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
canned beer,chocolate marshmallow,,,,,,,,,
yogurt,napkins,,,,,,,,,
root vegetables,napkins,,,,,,,,,
canned beer,herbs,margarine,,,,,,,,
curd,pip fruit,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
pip fruit,cling film/bags,yogurt,cat food,,,,,,,
root vegetables,soda,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
whole milk,pasta,,,,,,,,,
sugar,butter,curd,,,,,,,,
pastry,specialty cheese,soap,rolls/buns,,,,,,,
beef,butter,,,,,,,,,
butter milk,mayonnaise,,,,,,,,,
newspapers,soda,,,,,,,,,
other vegetables,whole milk,candy,,,,,,,,
whole milk,waffles,,,,,,,,,
bottled water,whole milk,domestic eggs,domestic eggs,,,,,,,
coffee,rolls/buns,,,,,,,,,
yogurt,chocolate,,,,,,,,,
canned beer,baking powder,,,,,,,,,
ice cream,canned beer,semi-finished bread,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
soda,yogurt,white bread,,,,,,,,
meat,soda,,,,,,,,,
bottled water,whole milk,,,,,,,,,
chicken,pastry,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
beef,napkins,,,,,,,,,
other vegetables,canned beer,whole milk,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,waffles,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
yogurt,rolls/buns,rolls/buns,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
bottled water,soda,,,,,,,,,
UHT-milk,canned fish,root vegetables,waffles,,,,,,,
root vegetables,processed cheese,,,,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
curd,brown bread,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
root vegetables,pet care,,,,,,,,,
tropical fruit,bottled water,dishes,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
citrus fruit,frankfurter,citrus fruit,bottled water,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
sugar,berries,,,,,,,,,
ham,seasonal products,cat food,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,whole milk,ham,pip fruit,hard cheese,frozen fish,shopping bags,pot plants,,,
napkins,chewing gum,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
citrus fruit,white bread,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
sausage,spread cheese,,,,,,,,,
yogurt,yogurt,,,,,,,,,
onions,newspapers,newspapers,,,,,,,,
bottled beer,beef,frozen vegetables,shopping bags,,,,,,,
sausage,UHT-milk,,,,,,,,,
specialty bar,whole milk,cling film/bags,,,,,,,,
misc. beverages,pet care,,,,,,,,,
white bread,baking powder,,,,,,,,,
citrus fruit,butter,chocolate,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
beef,sugar,root vegetables,frozen vegetables,,,,,,,
other vegetables,butter,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
beef,white bread,,,,,,,,,
frozen meals,margarine,semi-finished bread,,,,,,,,
dessert,yogurt,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
pip fruit,tropical fruit,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
yogurt,misc. beverages,brown bread,napkins,,,,,,,
sausage,tropical fruit,yogurt,rolls/buns,margarine,shopping bags,,,,,
sausage,domestic eggs,,,,,,,,,
other vegetables,napkins,,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
coffee,shopping bags,shopping bags,,,,,,,,
soda,candy,,,,,,,,,
sausage,white wine,whole milk,beverages,semi-finished bread,napkins,,,,,
sausage,whole milk,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
tropical fruit,yogurt,brown bread,shopping bags,,,,,,,
brown bread,other vegetables,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
other vegetables,grapes,yogurt,butter milk,candy,soft cheese,,,,,
beef,yogurt,,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
dishes,other vegetables,,,,,,,,,
pastry,canned beer,,,,,,,,,
sausage,chocolate,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
oil,misc. beverages,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
